Season Number,Startup Name,Episode Number,Pitch Number,Season Start,Season End,Original Air Date,Episode Title,Industry,Business Description,Company Website,Started in,Male Presenters,Female Presenters,Pitchers Average Age,Pitchers City,Yearly Revenue,Monthly Sales,Gross Margin,Net Margin,EBITDA,Cash Burn,SKUs,Has Patents,Bootstrapped,Part of Match off,Original Ask Amount,Original Offered Equity,Valuation Requested,Received Offer,Accepted Offer,Total Deal Amount,Total Deal Equity,Total Deal Debt,Debt Interest,Deal Valuation,Number of Sharks in Deal,Royalty Percentage,Royalty Recouped Amount,Advisory Shares Equity,Namita Investment Amount,Namita Investment Equity,Namita Debt Amount,Vineeta Investment Amount,Vineeta Investment Equity,Vineeta Debt Amount,Anupam Investment Amount,Anupam Investment Equity,Anupam Debt Amount,Aman Investment Amount,Aman Investment Equity,Aman Debt Amount,Peyush Investment Amount,Peyush Investment Equity,Peyush Debt Amount,Ritesh Investment Amount,Ritesh Investment Equity,Ritesh Debt Amount,Amit Investment Amount,Amit Investment Equity,Amit Debt Amount,Guest Investment Amount,Guest Investment Equity,Guest Debt Amount,Invested Guest Name,All Guest Names,Namita Present,Vineeta Present,Anupam Present,Aman Present,Peyush Present,Ritesh Present,Amit Present,Guest Present
4,Ivory,41,599,06-Jan-25,18-Mar-25,03-Mar-25,The Fight For Funding,Medical/Health,Neuroscience-based gaming app,https://www.liveivory.com/,2024,2,0,Middle,Bangalore,,,,,,,,,,,50,1.25,4000,1,1,50,5,,,1000,1,,,,50,5,,,,,,,,,,,,,,,,,,,,,,,,Kunal Bahl,1,1,,1,,1,,1
4,TheHousePartyBySavar,41,600,06-Jan-25,18-Mar-25,03-Mar-25,The Fight For Funding,Business Services,Luxury culinary catering service,https://thpbookings.com/,,1,1,Middle,Gurugram,368,,,,30,,,,,,100,5,2000,1,1,50,5,50,8,1000,1,,,,,,,,,,,,,,,,,,,50,5,50,,,,,,,,Kunal Bahl,1,1,,1,,1,,1
4,GlowGlossary,42,601,06-Jan-25,18-Mar-25,04-Mar-25,A Taste Of Triumph,Food and Beverage,Ceremonial-grade matcha Matcha Kit,https://glowglossary.com/,2024,0,2,Middle,"Bangalore,Ghaziabad",,,58,31,45,,,,yes,,60,4,1500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kunal Bahl,1,1,1,,,1,,1
4,SinghDentalCare,42,602,06-Jan-25,18-Mar-25,04-Mar-25,A Taste Of Triumph,Medical/Health,Comprehensive dental care by specialist,https://singhdentalcare.in/,2023,1,0,Middle,Amritsar,90,,,,45,,,,,,100,5,2000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kunal Bahl,1,1,1,,,1,,1
4,TribalVeda,42,603,06-Jan-25,18-Mar-25,04-Mar-25,A Taste Of Triumph,Food and Beverage,Premium jamun products superfoods made by tribal,https://tribalveda.in/,,1,1,Middle,Udaipur,174,,47,,,,,,funded,,50,2,2500,1,1,50,2.8,,,1785.714286,1,,,2.2,,,,,,,,,,,,,,,,50,2.8,,,,,,,,,Kunal Bahl,1,1,1,,,1,,1
4,Anuvad,43,604,06-Jan-25,18-Mar-25,05-Mar-25,From Smart Fashion To Smart Eating,Beauty/Fashion,E-textile fashion Humansing,https://www.anuvad.co.in/,2023,0,1,Middle,Ahmedabad,22,,,,,,,yes,,,50,5,1000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kunal Bahl,1,1,1,,,1,,1
4,Fitelo,43,605,06-Jan-25,18-Mar-25,05-Mar-25,From Smart Fashion To Smart Eating,Fitness/Sports/Outdoors,Holistic health and weight management,https://fitelo.co/,2019,2,0,Middle,Mohali,9100,750,70,,,,,,funded,,150,0.5,30000,1,1,150,1,,,15000,2,1,150,,75,0.5,,75,0.5,,,,,,,,,,,,,,,,,,,,,Kunal Bahl,1,1,1,,,1,,1
4,Nanighar,43,606,06-Jan-25,18-Mar-25,05-Mar-25,From Smart Fashion To Smart Eating,Food and Beverage,Homemade delicacies Dishes,https://nanighar.co.in/,2019,1,1,Middle,Kolkata,,64,,,,yes,,,yes,,100,5,2000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kunal Bahl,1,1,1,,,1,,1
4,GoodMonk,44,607,06-Jan-25,18-Mar-25,06-Mar-25,"Spices, Supplements And Startups",Fitness/Sports/Outdoors,"Multivitamins, probiotics, and fiber mix Lysine, Ashwagandha & Brahmi",https://www.goodmonk.in/,2023,1,1,Middle,Bangalore,200,35,75,,,yes,,,funded,,100,1.67,5988.023952,1,1,50,1,50,10,5000,1,,,0.25,,,,50,1,50,,,,,,,,,,,,,,,,,,,,"Kunal Bahl,Azhar Iqubal",,1,,1,,1,,2
4,Artbuzz,44,608,06-Jan-25,18-Mar-25,06-Mar-25,"Spices, Supplements And Startups",Business Services,Creative co-living and coworking spaces,https://www.artbuzz.in/,2022,1,1,Middle,Delhi,378,,,,-10,,,,yes,,100,3,3333.333333,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kunal Bahl,Azhar Iqubal",,1,,1,,1,,2
4,Tulua,44,609,06-Jan-25,18-Mar-25,06-Mar-25,"Spices, Supplements And Startups",Food and Beverage,"Pure, unadulterated spices",https://tulua.shop/,2020,1,1,Middle,Mumbai,290,45,,,3,,,,funded,,50,2,2500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kunal Bahl,Azhar Iqubal",,1,,1,,1,,2
4,Taffykids,45,610,06-Jan-25,18-Mar-25,07-Mar-25,"Clothes, Safety And Supplements",Children/Education,Playful kidswear for every occasion,https://thetaffy.in/,2021,1,2,Middle,Mumbai,1200,150,75,,12,,,,,,75,1,7500,1,1,75,1.5,,,5000,2,0.5,75,,,,,37.5,0.75,,,,,,,,,,,37.5,0.75,,,,,,,,,Kunal Bahl,1,1,,1,,1,,1
4,WhaleWearables,45,611,06-Jan-25,18-Mar-25,07-Mar-25,"Clothes, Safety And Supplements",Lifestyle/Home,Groundbreaking women's safety wearable solutions,https://whalewearables.com/,,1,1,Young,Belagavi,,,,,,,,yes,,,30,3,1000,1,1,30,3,,,1000,2,,,,,,,15,1.5,,,,,15,1.5,,,,,,,,,,,,,,,Kunal Bahl,1,1,,1,,1,,1
4,Zingavita,45,612,06-Jan-25,18-Mar-25,07-Mar-25,"Clothes, Safety And Supplements",Medical/Health,High-quality modern Ayurvedic supplements shilajit,https://www.zingavita.com/,,2,0,Middle,Chandigarh,860,190,68,,,yes,,,,,100,1.25,8000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kunal Bahl,1,1,,1,,1,,1
4,DhaagaLife,45,613,06-Jan-25,18-Mar-25,07-Mar-25,"Clothes, Safety And Supplements",Beauty/Fashion,Accessories Handbags,https://dhaagalife.com/,2022,0,3,Middle,Mumbai,120,,,,20,,,,,,75,5,1500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kunal Bahl,1,1,,1,,1,,1
4,Tileskraft,46,614,06-Jan-25,18-Mar-25,10-Mar-25,"Craftsmanship, Devotion And Innovation",Lifestyle/Home,Wide range of tiles ,https://tileskraft.com/,2022,0,1,Young,Borbi,58,,,,,,,,,,60,12,500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kunal Bahl,,1,1,1,1,,,1
4,Krishnsakhi,46,615,06-Jan-25,18-Mar-25,10-Mar-25,"Craftsmanship, Devotion And Innovation",Lifestyle/Home,Handcrafted jewelry for Gods,https://krishnsakhi.com/,,1,1,Old,Mumbai,80,10,,,24,,,,,,37.5,2.5,1500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kunal Bahl,,1,1,1,1,,,1
4,BoreCharger,46,616,06-Jan-25,18-Mar-25,10-Mar-25,"Craftsmanship, Devotion And Innovation",Agriculture,Sustainable water bore solutions,https://www.borecharger.com/,2017,2,0,Middle,Pune,322,,,,15,,,yes,funded,,75,1.5,5000,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kunal Bahl,,1,1,1,1,,,1
4,SuperBolter,47,617,06-Jan-25,18-Mar-25,11-Mar-25,"Revolutionizing Homes, Sales, And Sustainability",Lifestyle/Home,Three-dimensional home designs,https://www.superbolter.com/,2019,1,0,Middle,Bangalore,,,,,,yes,,,funded,,75,0.5,15000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kunal Bahl,,1,1,1,1,,,1
4,HiveSchool,47,618,06-Jan-25,18-Mar-25,11-Mar-25,"Revolutionizing Homes, Sales, And Sustainability",Children/Education,Sales school college,https://hiveschool.co/,2024,3,0,Young,"Delhi,Indore",,,,,19,,,,,,60,5,1200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kunal Bahl,,1,1,1,1,,,1
4,Tintbox,47,619,06-Jan-25,18-Mar-25,11-Mar-25,"Revolutionizing Homes, Sales, And Sustainability",Lifestyle/Home,Borosilicate glass bottles and lunch boxes,https://tintbox.in/,2017,1,1,Middle,Ahmedabad,206,,,,8,,,,,,70,5,1400,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kunal Bahl,,1,1,1,1,,,1
4,EasyRugs,48,620,06-Jan-25,18-Mar-25,12-Mar-25,From Home To Health,Lifestyle/Home,"Sustainable, low-maintenance rugs",https://easyrugs.in/,2023,1,1,Middle,Delhi,,8,,,33,,,,,,35,5,700,1,1,35,5,,,700,2,5,52.5,,,,,17.5,2.5,,,,,17.5,2.5,,,,,,,,,,,,,,,,1,1,1,1,1,,,
4,StylesTry,48,621,06-Jan-25,18-Mar-25,12-Mar-25,From Home To Health,Beauty/Fashion,Stylish women's footwear,https://www.stylestry.com/,2012,2,0,Young,Delhi,93,70,43,,2.5,,,,,,50,1,5000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,
4,Quitci,48,622,06-Jan-25,18-Mar-25,12-Mar-25,From Home To Health,Lifestyle/Home,"Innovative anti-smoking device Smoke-Free, Nicotine-Free",https://www.quitci.com/,2023,2,0,Middle,Kolar,110,33,,,,,,,,,50,2,2500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,
4,FitFeast,49,623,06-Jan-25,18-Mar-25,13-Mar-25,"Food, Fashion And Furry Science",Food and Beverage,Protein-packed foods Protein Snacks,https://fitfeast.in/,2021,1,0,Young,Delhi,140,,53,,-5,,,,funded,,100,6.5,1538.461538,1,1,100,18,,,555.5555556,2,,,,,,,,,,50,9,,,,,,,,,,,,,,50,9,,Viraj Bahl,"Kunal Bahl,Viraj Bahl",1,,1,1,,,,2
4,TheBearHouse,49,624,06-Jan-25,18-Mar-25,13-Mar-25,"Food, Fashion And Furry Science",Beauty/Fashion,Stylish and affordable menswear,https://thebearhouse.com/,2018,1,1,Middle,Bangalore,9650,,,,18,,,,,,300,1,30000,1,1,100,1,200,10,10000,1,,,,100,1,200,,,,,,,,,,,,,,,,,,,,,,,"Kunal Bahl,Viraj Bahl",1,,1,1,,,,2
4,UrbanAnimal,49,625,06-Jan-25,18-Mar-25,13-Mar-25,"Food, Fashion And Furry Science",Animal/Pets,Dog DNA tests,https://urbananimal.co.in/,2022,2,0,Young,Bangalore,,,,,,,,,,,45,5,900,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kunal Bahl,Viraj Bahl",1,,1,1,,,,2
4,Nooky,50,626,06-Jan-25,18-Mar-25,14-Mar-25,"Love, Style And Spirits",Lifestyle/Home,Aphrodisiac Mood Uplifting chocolates,https://www.trynooky.in/,2023,1,1,Middle,Delhi,,102,,,,,,,funded,,60,1,6000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Varun Dua,,1,1,1,1,,,1
4,Subculture,50,627,06-Jan-25,18-Mar-25,14-Mar-25,"Love, Style And Spirits",Beauty/Fashion,Fetish leather Fashion,https://leathersubculture.com/,2021,1,0,Young,Ara,20,,,,,,80,,,,50,7,714.2857143,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kunal Bahl,1,,1,1,,1,,1
4,Woodsmen,50,628,06-Jan-25,18-Mar-25,14-Mar-25,"Love, Style And Spirits",Liquor/Alcohol,Himalayan whiskey,https://woodsmenwhiskey.com/,2021,1,0,Middle,Delhi,,,46,,0,,,yes,funded,,150,0.5,30000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kunal Bahl,Azhar Iqubal",,1,,1,,1,,2
4,BhavisyaPlast,51,629,06-Jan-25,18-Mar-25,17-Mar-25,Ecopreneurs In The Tank,Green/CleanTech,Affordable RBG's bioplastics,,,0,1,Young,Kolkata,,,,,,,,yes,,,50,1.5,3333.333333,1,1,200,10,,,2000,4,,,,50,2.5,,,,,50,2.5,,50,2.5,,,,,,,,,,,50,2.5,,Chirag Nakrani,Chirag Nakrani,1,,1,1,,1,,1
4,Ecoil,51,630,06-Jan-25,18-Mar-25,17-Mar-25,Ecopreneurs In The Tank,Green/CleanTech,Food oil recycling,https://ecoil.in/,2018,1,1,Middle,Jaipur,1700,,40,15,,,,,funded,,100,1.25,8000,1,1,50,1,50,9,5000,2,,,0.6,,,,,,,,,,,,,,,,25,0.5,25,,,,25,0.5,25,Chirag Nakrani,Chirag Nakrani,1,,1,1,,1,,1
4,Rescript,51,631,06-Jan-25,18-Mar-25,17-Mar-25,Ecopreneurs In The Tank,Green/CleanTech,Sustainable stationery Recycled Paper Products,https://www.rescript.in/,2021,2,0,Middle,Bangalore,270,,,,15,,,,yes,,100,3.33,3003.003003,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chirag Nakrani,1,,1,1,,1,,1
4,TickleYourArt,52,632,06-Jan-25,18-Mar-25,18-Mar-25,Empowering Abilities,Others,Art by artists with Down syndrome,https://tickleyourart.com/,2020,0,3,Young,Pune,20,,,,,,,,,,21.3,7,304.2857143,1,1,21.3,7,,,304.2857143,2,,,,,,,,,,10.65,3.5,,10.65,3.5,,,,,,,,,,,,,,,"Srikanth Bolla,Chirag Nakrani",1,,1,1,,,,2
4,Symbionic,52,633,06-Jan-25,18-Mar-25,18-Mar-25,Empowering Abilities,Medical/Health,Advanced prosthetic arms easy-to-use prosthetics,https://www.symbionic.co/,2019,2,0,Middle,Chennai,0,,,,,,,,funded,,80,2,4000,1,1,40,1,40,10,4000,1,,,1,40,1,40,,,,,,,,,,,,,,,,,,,,,,,"Srikanth Bolla,Chirag Nakrani",1,,1,1,,,,2
4,XLCinema,52,634,06-Jan-25,18-Mar-25,18-Mar-25,Empowering Abilities,Entertainment,Audio content platform for the visually impaired Automatic Content Augmentation Services,https://www.xlcinema.in/,,1,1,Middle,Delhi,65,,,,,,,,,,150,1.5,10000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Srikanth Bolla,Chirag Nakrani",1,,1,1,,,,2
