Season Number,Startup Name,Episode Number,Pitch Number,Season Start,Season End,Original Air Date,Episode Title,Industry,Business Description,Company Website,Started in,Male Presenters,Female Presenters,Pitchers Average Age,Pitchers City,Yearly Revenue,Monthly Sales,Gross Margin,Net Margin,EBITDA,Cash Burn,SKUs,Has Patents,Bootstrapped,Part of Match off,Original Ask Amount,Original Offered Equity,Valuation Requested,Received Offer,Accepted Offer,Total Deal Amount,Total Deal Equity,Total Deal Debt,Debt Interest,Deal Valuation,Number of Sharks in Deal,Royalty Percentage,Royalty Recouped Amount,Advisory Shares Equity,Namita Investment Amount,Namita Investment Equity,Namita Debt Amount,Vineeta Investment Amount,Vineeta Investment Equity,Vineeta Debt Amount,Anupam Investment Amount,Anupam Investment Equity,Anupam Debt Amount,Aman Investment Amount,Aman Investment Equity,Aman Debt Amount,Peyush Investment Amount,Peyush Investment Equity,Peyush Debt Amount,Ritesh Investment Amount,Ritesh Investment Equity,Ritesh Debt Amount,Amit Investment Amount,Amit Investment Equity,Amit Debt Amount,Guest Investment Amount,Guest Investment Equity,Guest Debt Amount,Invested Guest Name,All Guest Names,Namita Present,Vineeta Present,Anupam Present,Aman Present,Peyush Present,Ritesh Present,Amit Present,Guest Present
4,Metashot,18,530,06-Jan-25,18-Mar-25,29-Jan-25,From Health To Flavours,Fitness/Sports/Outdoors,Console-like cricket game,https://metashot.in/,2023,3,0,Middle,Bangalore,819,,,,,,,yes,funded,,80,1.5,5333.333333,1,1,160,5,,,3200,2,,,,,,,80,2.5,,80,2.5,,,,,,,,,,,,,,,,,,Kunal Bahl,,1,1,1,1,,,1
4,GabruDiChaap,18,531,06-Jan-25,18-Mar-25,29-Jan-25,From Health To Flavours,Food and Beverage,Flavourful soya chaap,https://gabrudichaap.com/,2019,2,0,Middle,Hyderabad,738,94,,,20,,,,yes,,70,1,7000,1,1,140,6,,,2333.333333,3,1,140,,,,,46.666,2,,46.666,2,,,,,46.666,2,,,,,,,,,,,,Kunal Bahl,,1,1,1,1,,,1
4,YaanMan,19,532,06-Jan-25,18-Mar-25,30-Jan-25,Disrupting Industries,Beauty/Fashion,Makeup for men,https://www.yaanman.in/,,1,0,Young,Ahmedabad,35,,,,,yes,,,yes,,50,6,833.3333333,1,1,100,20,,,500,2,,,,,,,,,,50,10,,50,10,,,,,,,,,,,,,,,,1,1,1,1,1,,,
4,SonicLamb,19,533,06-Jan-25,18-Mar-25,30-Jan-25,Disrupting Industries,Lifestyle/Home,Premium headphones,https://in.soniclamb.com/,2018,2,0,Middle,Mangalore,100,28,,,,,,,funded,,50,1,5000,1,1,50,1,,,5000,1,,,1,,,,,,,,,,,,,50,1,,,,,,,,,,,,,1,1,1,1,1,,,
4,Woolah,19,534,06-Jan-25,18-Mar-25,30-Jan-25,Disrupting Industries,Food and Beverage,World’s first bagless tea dip,https://woolahtea.com/,2021,1,0,Middle,Sivasagar,200,19,,,2,,,,funded,,50,1.66,3012.048193,1,1,50,2.5,,,2000,1,,,2.5,,,,,,,,,,50,2.5,,,,,,,,,,,,,,,,1,1,1,1,1,,,
4,EM5,20,535,06-Jan-25,18-Mar-25,31-Jan-25,"Style, Scent And Stories",Beauty/Fashion,Pocket perfumes,https://www.houseofem5.com/,2022,1,0,Middle,Indore,835,170,70,,,,,,,,70,2,3500,1,1,100,10,,,1000,1,,,,,,,,,,,,,100,10,,,,,,,,,,,,,,,Varun Dua,,1,1,1,1,,,1
4,WomanLikeU,20,536,06-Jan-25,18-Mar-25,31-Jan-25,"Style, Scent And Stories",Beauty/Fashion,Body-type-specific womenswear,https://www.womanlikeu.com/,2019,1,1,Middle,Bangalore,470,72,,,10,yes,,,,,100,2,5000,1,1,100,3,,,3333.333333,1,2,100,,,,,,,,,,,100,3,,,,,,,,,,,,,,,Varun Dua,,1,1,1,1,,,1
4,BookLeafPublishing,20,537,06-Jan-25,18-Mar-25,31-Jan-25,"Style, Scent And Stories",Others,Self-publishing platform,https://www.bookleafpub.com/,2016,1,1,Young,"Delhi,Srinagar",320,,,,17,,,,,,90,5,1800,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Varun Dua,,1,1,1,1,,,1
4,Str8bat,21,538,06-Jan-25,18-Mar-25,03-Feb-25,"Game, Glam And Green",Fitness/Sports/Outdoors,A batting sensor,https://www.str8bat.com/,2022,3,0,Old,Bangalore,120,18,,,,yes,,yes,funded,,150,1,15000,1,1,150,3.5,,,4285.714286,2,,,,75,1.75,,,,,,,,75,1.75,,,,,,,,,,,,,,,Kunal Bahl,1,1,,1,,1,,1
4,Ruby'sOrganics,21,539,06-Jan-25,18-Mar-25,03-Feb-25,"Game, Glam And Green",Beauty/Fashion,"Natural and Vegan, Cruelty Free, Clean Cosmetics & Makeup Products",https://rubysorganics.in/,2017,0,1,Middle,Mumbai,450,,,,,yes,100,,funded,,100,2.5,4000,1,1,100,8,,,1250,1,,,,,,,,,,,,,,,,,,,,,,,,,100,8,,Kunal Bahl,Kunal Bahl,1,1,,1,,1,,1
4,TheGoodDoll,21,540,06-Jan-25,18-Mar-25,03-Feb-25,"Game, Glam And Green",Children/Education,Sustainable fabric dolls,https://thegooddoll.in/,2021,1,1,Middle,Ooty,70,,,,,yes,,,funded,,50,5,1000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kunal Bahl,1,1,,1,,1,,1
4,Schickwheel,22,541,06-Jan-25,18-Mar-25,04-Feb-25,Big Ideas On The Move,Manufacturing,Food trucks,https://www.schickwheel.com/,2016,2,0,Middle,Delhi,,,,,,,,,,,70,1,7000,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kunal Bahl,,1,1,1,1,,,1
4,ClapStoreToys,22,542,06-Jan-25,18-Mar-25,04-Feb-25,Big Ideas On The Move,Children/Education,kids' toys creativity and learning with Montessori Busy Boards,https://clapstoretoys.com/,2020,2,0,Young,Pune,254,62,,,18,,,,funded,,80,4,2000,1,1,100,10,,,1000,5,,,,,,,20,2,,20,2,,20,2,,20,2,,,,,,,,20,2,,Kunal Bahl,Kunal Bahl,,1,1,1,1,,,1
4,RahejaSolarFoodProcessing,22,543,06-Jan-25,18-Mar-25,04-Feb-25,Big Ideas On The Move,Manufacturing,"High-quality, durable solar dryers",https://www.rsfp.in/,2018,1,1,Middle,Indore,700,,15,,,,,,funded,,50,1,5000,1,1,175,4.38,,,3995.43379,3,,,2.63,,,,25,0.625,,,,,,,,25,0.625,,,,,,,,125,3.13,,Kunal Bahl,Kunal Bahl,,1,1,1,1,,,1
4,Wanderlooms,23,544,06-Jan-25,18-Mar-25,05-Feb-25,"Wear, Wash And Work",Fitness/Sports/Outdoors,Adventure-inspired riding apparel,https://www.wanderlooms.com/,2019,2,0,Middle,Bhopal,261,32,,,,yes,,,funded,,50,2.5,2000,1,1,50,4,,,1250,2,,,,25,2,,,,,,,,,,,,,,25,2,,,,,,,,,,1,,1,1,1,1,,
4,Ugees,23,545,06-Jan-25,18-Mar-25,05-Feb-25,"Wear, Wash And Work",Lifestyle/Home,India’s first undergarment wash,https://www.ugees.in/,2022,1,1,Middle,Noida,175,29,,,,yes,,,,,50,2.5,2000,1,1,50,4,,,1250,1,,,,,,,,,,50,4,,,,,,,,,,,,,,,,,,,1,,1,1,1,1,,
4,Alt.fCoworking,23,546,06-Jan-25,18-Mar-25,05-Feb-25,"Wear, Wash And Work",Business Services,Innovative working spaces,https://www.altfcoworking.com/,2016,2,0,Middle,Gurugram,3000,,,,10,,,,,,100,0.75,13333.33333,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,1,1,,
4,BurgerBae,24,547,06-Jan-25,18-Mar-25,06-Feb-25,"Trendy, Tasty And Unique",Beauty/Fashion,Sustainable streetwear clothing brand,https://www.burgerbaeclothing.com/,2019,1,2,Young,"Ludhiana,Kolkata",1180,92,,5,15,,,,,,100,2.5,4000,1,1,200,20,,,1000,3,,,,,,,,,,66.666,6.666,,66.666,6.666,,,,,,,,,,,66.666,6.666,,Kunal Bahl,"Kunal Bahl,Viraj Bahl",1,,1,1,,,,2
4,BobaBhai,24,548,06-Jan-25,18-Mar-25,06-Feb-25,"Trendy, Tasty And Unique",Food and Beverage,Refreshing bubble teas,https://www.bobabhai.com/,2023,1,0,Middle,Bangalore,,170,,,20,yes,42,,funded,,50,0.3,16666.66667,1,1,90,1,,,9000,2,,,,45,0.5,,,,,,,,,,,,,,,,,,,,45,0.5,,Viraj Bahl,"Kunal Bahl,Viraj Bahl",1,,1,1,,,,2
4,Hexafun,24,549,06-Jan-25,18-Mar-25,06-Feb-25,"Trendy, Tasty And Unique",Beauty/Fashion,Quirky products with funky accessories,https://hexafunstyles.com/,2021,1,1,Middle,"Mumbai,Delhi",320,57,,,,yes,,,funded,,100,4,2500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kunal Bahl,Viraj Bahl",1,,1,1,,,,2
4,RepeatGud,25,550,06-Jan-25,18-Mar-25,07-Feb-25,Bold Ideas On The Table,Food and Beverage,Chemical-free sauces,https://repeatgud.com/,2024,0,1,Young,Raipur,,1,,,,yes,,,,,50,5,1000,1,1,50,10,,,500,1,,,,,,,,,,50,10,,,,,,,,,,,,,,,,,,"Kunal Bahl,Viraj Bahl",1,,1,1,,,,2
4,SkateSupplyIndia,25,551,06-Jan-25,18-Mar-25,07-Feb-25,Bold Ideas On The Table,Fitness/Sports/Outdoors,Skateboard distribution and retail,https://www.skatesupplyindia.com/,2023,1,1,Middle,Chandigarh,85,,,9,,,,,,,50,2,2500,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kunal Bahl,Viraj Bahl",1,,1,1,,,,2
4,UtopianDrinks,25,552,06-Jan-25,18-Mar-25,07-Feb-25,Bold Ideas On The Table,Food and Beverage,Fresh fruit juices and smoothies,https://utopian.fit/,2021,1,1,Middle,Thane,2915,7,,,,yes,,,funded,,40,1.8,2222.222222,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kunal Bahl,Viraj Bahl",1,,1,1,,,,2
4,GOFIG,26,553,06-Jan-25,18-Mar-25,10-Feb-25,From Eco-friendly Tech To Edible Delights,Green/CleanTech,Digital platform to minimize waste,https://gofig.in/,2023,1,1,Middle,Pune,,2.27,35,,,,,,,,50,2,2500,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,1,1,,
4,Joyspoon,26,554,06-Jan-25,18-Mar-25,10-Feb-25,From Eco-friendly Tech To Edible Delights,Food and Beverage,Premium mukhwas and mouth fresheners ,https://joyspoon.in/,2023,1,1,Young,Ahmedabad,,13,,,,yes,,,funded,,40,1.5,2666.666667,1,1,40,2,,,2000,1,,,,,,,,,,,,,,,,,,,40,2,,,,,,,,,,1,,1,1,1,1,,
4,bambinos,26,555,06-Jan-25,18-Mar-25,10-Feb-25,From Eco-friendly Tech To Edible Delights,Children/Education,English communication school for kids,https://bambinos.live/,,2,0,Middle,Bangalore,110,,,,,,,,,,100,1,10000,1,1,100,1.5,,,6666.666667,3,1,100,,33.333,0.5,,,,,33.333,0.5,,,,,,,,33.333,0.5,,,,,,,,,,1,,1,1,1,1,,
4,FundooLabs,27,556,06-Jan-25,18-Mar-25,11-Feb-25,"Education, Culture And Craft",Children/Education,DIY scientific and sensory toys,https://fundoolabs.com/,2016,1,0,Middle,Vadodara,150,32,,,18,,,,yes,,60,4,1500,1,1,66,7,,,942.8571429,2,,,,,,,,,,33,3.5,,33,3.5,,,,,,,,,,,,,,,,1,1,1,1,1,,,
4,Gaon,27,557,06-Jan-25,18-Mar-25,11-Feb-25,"Education, Culture And Craft",Food and Beverage,Authentic Indian desi food cuisine,https://gaonrestaurant.com/,2017,1,0,Middle,Champaran,550,49,,7,,,,,,,80,4,2000,1,1,80,8,,,1000,2,,,,,,,40,4,,40,4,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,
4,EriWeave,27,558,06-Jan-25,18-Mar-25,11-Feb-25,"Education, Culture And Craft",Beauty/Fashion,Handwoven silk crafted by women,https://eriweave.in/,2019,0,2,Middle,Kdonghulu,18,2.2,,,20,,,,,,20,12,166.6666667,1,1,20,12,,,166.6666667,2,,,,10,6,,,,,10,6,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,
4,PaleooBakes,28,559,06-Jan-25,18-Mar-25,12-Feb-25,"Innovate, Impress, Invest",Food and Beverage,Healthy sweets,https://paleoobakes.com/,2020,0,2,Middle,Mumbai,150,,,39,,,,,,,100,6.5,1538.461538,1,1,100,9,,,1111.111111,2,1,100,,,,,50,4.5,,50,4.5,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,
4,NeuraSim,28,560,06-Jan-25,18-Mar-25,12-Feb-25,"Innovate, Impress, Invest",Medical/Health,Innovative solutions for visual impairments,https://neurasim.health/,2023,3,0,Middle,Bangalore,0,,,,,,,yes,,,100,8,1250,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,
4,Offmint,28,561,06-Jan-25,18-Mar-25,12-Feb-25,"Innovate, Impress, Invest",Beauty/Fashion,Luxury-ready fashion,https://offmint.com/,2024,1,0,Middle,Samastipur,,40,,,13,,,,,,0.0001,1,0.01,1,1,10,4,,,250,5,,,,2,0.8,,2,0.8,,2,0.8,,2,0.8,,2,0.8,,,,,,,,,,,,,1,1,1,1,1,,,
4,Chokhat,29,562,06-Jan-25,18-Mar-25,13-Feb-25,"Home, Coffee And Play",Lifestyle/Home,Affordable designer home decor,https://www.chokhat.in/,2018,0,1,Middle,Delhi,55,,,8,18,,75,,,,50,7,714.2857143,1,1,30,10,20,10,300,2,,,,,,,,,,15,5,10,,,,15,5,10,,,,,,,,,,,Kunal Bahl,,1,1,1,1,,,1
4,ZenmaCoffee,29,563,06-Jan-25,18-Mar-25,13-Feb-25,"Home, Coffee And Play",Food and Beverage,Barista-level espresso at home,https://zenmacoffee.com/,2023,1,1,Young,Gurugram,,8,,,,,,,,,60,3.5,1714.285714,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kunal Bahl,,1,1,1,1,,,1
4,TheEleFant,29,564,06-Jan-25,18-Mar-25,13-Feb-25,"Home, Coffee And Play",Children/Education,Toy subscription service,https://www.theelefant.ai/,2023,1,1,Middle,Mumbai,,,58,,11,,,,,,60,1,6000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kunal Bahl,,1,1,1,1,,,1
4,BetterNutrition,30,565,06-Jan-25,18-Mar-25,14-Feb-25,"Health, Lifestyle And Innovation",Food and Beverage,Biofortified Nutrition Aata,https://betternutritionforall.in/,2020,1,1,Middle,Lucknow,1000,,40,20,,,,,funded,,60,1,6000,1,1,60,1,,,6000,1,0.5,60,,60,1,,,,,,,,,,,,,,,,,,,,,,,,Kunal Bahl,1,1,1,,1,,,1
4,PinqPolka,30,566,06-Jan-25,18-Mar-25,14-Feb-25,"Health, Lifestyle And Innovation",Beauty/Fashion,Lifestyle products for women,https://www.pinq.co/,2017,1,2,Middle,Faridabad,363,,74,,,,,,,,100,2.5,4000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kunal Bahl,1,1,1,,1,,,1
4,Vibrasense,30,567,06-Jan-25,18-Mar-25,14-Feb-25,"Health, Lifestyle And Innovation",Medical/Health,Life-saving innovations,https://www.vibrasense.in/,,1,0,Middle,Sonipat,,,,,,,,yes,funded,,100,2,5000,1,1,100,4.76,,,2100.840336,2,,,,50,2.38,,,,,,,,,,,50,2.38,,,,,,,,,,,,Kunal Bahl,1,1,1,,1,,,1
4,NearBook,31,568,06-Jan-25,18-Mar-25,17-Feb-25,Young Entrepreneurs With Big Ideas,Children/Education,A used books marketplace,https://www.nearbook.app/,2020,1,0,Young,Sanchore,,,,,,,,,,,40,20,200,1,1,40,20,,,200,1,,,,,,,,,,40,20,,,,,,,,,,,,,,,,,,Kunal Bahl,1,1,1,,,1,,1
4,Memotag,31,569,06-Jan-25,18-Mar-25,17-Feb-25,Young Entrepreneurs With Big Ideas,Medical/Health,IoT wearable for monitoring cognitive and physical health,https://www.memotag.io/,2023,1,0,Young,Delhi,,,,,,,,,,,50,5,1000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kunal Bahl,1,1,1,,,1,,1
4,Klimate,31,570,06-Jan-25,18-Mar-25,17-Feb-25,Young Entrepreneurs With Big Ideas,Beauty/Fashion,Climate impact solutions cooling vests,https://think-lifestyle.com/,2023,3,0,Young,"Bangalore,Gular",,,,,,,,,,,54,3,1800,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kunal Bahl,1,1,1,,,1,,1
4,HealthFab,32,571,06-Jan-25,18-Mar-25,18-Feb-25,Smart Solutions And Style,Medical/Health,Leakproof period panties,https://www.healthfab.in/,2020,3,0,Middle,,834,,,,,yes,,,funded,,100,3,3333.333333,1,1,200,7,,,2857.142857,4,,,,,,,50,1.75,,50,1.75,,50,1.75,,50,1.75,,,,,,,,,,,,,1,1,1,1,1,,,
4,PieMatrix,32,572,06-Jan-25,18-Mar-25,18-Feb-25,Smart Solutions And Style,Others,Premium telescopes and binoculars,https://thepiematrix.com/,2023,2,0,Young,Delhi,165,,,,22,,,,,,100,3,3333.333333,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,
4,Sudathi,32,573,06-Jan-25,18-Mar-25,18-Feb-25,Smart Solutions And Style,Beauty/Fashion,Elegant sarees kurtas,https://sudathi.com/,2023,3,0,Middle,Surat,,2.66,,,10,,,,yes,,100,1,10000,1,1,100,4,,,2500,3,,,,,,,,,,33.333,1.333,,33.333,1.333,,33.333,1.333,,,,,,,,,,,,,1,1,1,1,1,,,
4,Moderate,33,574,06-Jan-25,18-Mar-25,19-Feb-25,New-Age Entrepreneurs Pitch Their Ideas,Medical/Health,Calorie-burning tablets,https://letsmoderate.com/,2024,2,1,Middle,Hyderabad,,,,,,,,,,,50,1.25,4000,1,1,100,5,,,2000,2,,,,,,,,,,,,,50,2.5,,,,,,,,,,,50,2.5,,Kunal Bahl,Kunal Bahl,,1,1,1,1,,,1
4,HireForCare,33,575,06-Jan-25,18-Mar-25,19-Feb-25,New-Age Entrepreneurs Pitch Their Ideas,Medical/Health,Digital nanny-hiring platform,https://hireforcare.com/,2021,2,0,Middle,"Ghaziabad,Jaipur",,,,,1.5,,,,,,36,3,1200,1,1,36,5,,,720,5,,,,,,,7.2,1,,7.2,1,,7.2,1,,7.2,1,,,,,,,,7.2,1,,Kunal Bahl,Kunal Bahl,,1,1,1,1,,,1
4,DreamSmile,33,576,06-Jan-25,18-Mar-25,19-Feb-25,New-Age Entrepreneurs Pitch Their Ideas,Medical/Health,Advanced affordable dental solutions veneers,https://dreamsmileveneers.com/,2023,2,0,Middle,Mumbai,,,67,,,,,,,,80,6,1333.333333,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kunal Bahl,,1,1,1,1,,,1
4,Madmix,34,577,06-Jan-25,18-Mar-25,20-Feb-25,"Snack, Sparkle And Speed",Food and Beverage,Healthy snacks,https://eatmadmix.com/,2023,1,0,Middle,Mumbai,,,,,,,20,,,,50,1,5000,1,1,50,5,,,1000,1,,,,,,,,,,,,,,,,,,,50,5,,,,,,,,,Kunal Bahl,1,1,,1,,1,,1
4,Palmonas,34,578,06-Jan-25,18-Mar-25,20-Feb-25,"Snack, Sparkle And Speed",Beauty/Fashion,Demi-fine jewellery,https://www.palmonas.com/,2022,1,1,Middle,Pune,1350,,76,,12,,,,,,126,1,12600,1,1,126,1,,,12600,2,0.5,126,,63,0.5,,,,,,,,,,,,,,63,0.5,,,,,,,,,Kunal Bahl,1,1,,1,,1,,1
4,MKPowerAndMobility,34,579,06-Jan-25,18-Mar-25,20-Feb-25,"Snack, Sparkle And Speed",Vehicles/Electrical Vehicles,e-mobility solutions Electric Vehicles for transport and passengers,https://mkpowerandemobility.com/,2022,2,0,Old,Pune,,,,,,,,,,,350,5,7000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kunal Bahl,1,1,,1,,1,,1
4,Nidhi'sGrandmaaSecret,35,580,06-Jan-25,18-Mar-25,21-Feb-25,Green Business And Big Dreams,Beauty/Fashion,Natural hair oil Ayurvedic,https://grandmaasecret.com/,2023,1,2,Middle,Gurugram,400,,,,5,,,,,,70,2,3500,1,1,70,5,,,1400,1,1,70,,,,,,,,70,5,,,,,,,,,,,,,,,,,,Kunal Bahl,,1,1,1,1,,,1
4,Solnce,35,581,06-Jan-25,18-Mar-25,21-Feb-25,Green Business And Big Dreams,Manufacturing,Solar equipment services,https://www.solnceenergy.com/,2021,2,0,Middle,Surat,2193,,13,,8.9,,,,,,100,1.5,6666.666667,1,1,100,2.5,,,4000,1,,,,,,,,,,,,,100,2.5,,,,,,,,,,,,,,,Kunal Bahl,,1,1,1,1,,,1
4,BornGood,35,582,06-Jan-25,18-Mar-25,21-Feb-25,Green Business And Big Dreams,Lifestyle/Home,Plant-based home cleaners fabric Laundry Detergen,https://www.borngood.in/,2021,1,0,Middle,Bangalore,526,70,,,-39,yes,,,,,70,1,7000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kunal Bahl,,1,1,1,1,,,1
4,DorabiAndAmili,36,583,06-Jan-25,18-Mar-25,24-Feb-25,"Sustainability, Innovation And Artistry",Beauty/Fashion,Online sustainable clothing brand,https://shopdorabi.com/,2023,1,2,Middle,Gurugram,345,,,,13,,,,yes,,75,3,2500,1,1,100,4,,,2500,2,,,,,,,,,,50,2,,50,2,,,,,,,,,,,,,,,Kunal Bahl,1,,1,1,,1,,1
4,ZebraLearn,36,584,06-Jan-25,18-Mar-25,24-Feb-25,"Sustainability, Innovation And Artistry",Children/Education,Modern book platform,https://zebralearn.com/,2021,1,1,Middle,Surat,1070,164,,,,yes,,,funded,,100,0.8,12500,1,1,100,1.6,,,6250,1,,,,,,,,,,,,,,,,,,,100,1.6,,,,,,,,,Kunal Bahl,1,,1,1,,1,,1
4,ExclusiveLane,36,585,06-Jan-25,18-Mar-25,24-Feb-25,"Sustainability, Innovation And Artistry",Lifestyle/Home,Unique hand-painted handloom products,https://exclusivelane.com/,2012,2,0,Middle,Gurugram,1400,,,,3,,,,,,50,1,5000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kunal Bahl,1,,1,1,,1,,1
4,Medial,37,586,06-Jan-25,18-Mar-25,25-Feb-25,From Dairy To Digital,Technology/Software,Indian startup news and tech,https://medial.app/,2023,4,0,Young,Bangalore,,,,,,,,,funded,,50,1,5000,1,1,50,2.5,,,2000,1,,,,,,,,,,,,,,,,,,,50,2.5,,,,,,,,,Kunal Bahl,1,,1,1,,1,,1
4,PanchalDairy,37,587,06-Jan-25,18-Mar-25,25-Feb-25,From Dairy To Digital,Food and Beverage,Artisanal and pastoral cheese,https://www.panchaldairy.com/,2022,2,0,Middle,Surendranagar,178,,,,,,,,,,20,10,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kunal Bahl,1,,1,1,,1,,1
4,MusicPandit,37,588,06-Jan-25,18-Mar-25,25-Feb-25,From Dairy To Digital,Children/Education,Music classes for kids,https://www.musicpandit.com/,2021,0,1,Middle,Kochi,,19,,,,,,,funded,,50,1,5000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kunal Bahl,1,,1,1,,1,,1
4,Cograd,38,589,06-Jan-25,18-Mar-25,26-Feb-25,"Smart Learning, Healthy Eating And Wellness",Children/Education,Innovative and affordable education teaching,https://cograd.in/,2017,2,0,Middle,Etawah,192,,,,,,,,,,100,2,5000,1,1,50,6,50,9,833.3333333,3,,,,16.666,2,16.666,16.666,2,16.666,,,,,,,,,,16.666,2,16.666,,,,,,,,Kunal Bahl,1,1,,1,,1,,1
4,EatBetterCo,38,590,06-Jan-25,18-Mar-25,26-Feb-25,"Smart Learning, Healthy Eating And Wellness",Food and Beverage,Healthy delicious snacks,https://eatbetterco.com/,2020,1,2,Middle,Jaipur,1447,,,,0,yes,,,funded,,50,0.5,10000,1,1,50,0.5,,,10000,1,1,50,,50,0.5,,,,,,,,,,,,,,,,,,,,,,,,Kunal Bahl,1,1,,1,,1,,1
4,Earthful,38,591,06-Jan-25,18-Mar-25,26-Feb-25,"Smart Learning, Healthy Eating And Wellness",Medical/Health,Health-boosting supplements,https://earthful.me/,2020,0,2,Middle,Hyderabad,705,,,,-14,yes,24,,funded,,75,1,7500,1,1,75,2.5,,,3000,1,,,,,,,,,,,,,,,,,,,75,2.5,,,,,,,,,Kunal Bahl,1,1,,1,,1,,1
4,Trajectory,39,592,06-Jan-25,18-Mar-25,27-Feb-25,"Smart Comfort, Smart Farming, Smart Future",Vehicles/Electrical Vehicles,"Car seat pillows, backrests, and lumbar support",https://www.trajectoryindia.com/,2018,2,0,Middle,Delhi,620,100,,,21,,,,yes,,100,2,5000,1,1,50,3,50,8,1666.666667,1,,,,,,,,,,,,,,,,,,,50,3,50,,,,,,,,,1,,1,1,1,1,,
4,KaviThePoetry-ArtProject,39,593,06-Jan-25,18-Mar-25,27-Feb-25,"Smart Comfort, Smart Farming, Smart Future",Green/CleanTech,"Upcycled products eco-conscious glassware Raise, reuse, recycle with class Hand made",https://kavipoetryart.in/,2012,1,1,Middle,,356,36,,20,,,,,,,60,1.5,4000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,1,1,,
4,F2DF,39,594,06-Jan-25,18-Mar-25,27-Feb-25,"Smart Comfort, Smart Farming, Smart Future",Agriculture,e-commerce platform for farmers,https://www.f2df.com/,2020,3,1,Middle,Jind,924,,,,,,,,,,50,1,5000,1,1,5,2,45,10,250,1,,,,,,,,,,,,,5,2,45,,,,,,,,,,,,,,,1,,1,1,1,1,,
4,SugarStrings.ai,40,595,06-Jan-25,18-Mar-25,28-Feb-25,"Big Ideas, Bold Pitches",Medical/Health,Multiomic platform for managing chronic genetic DNA conditions,https://sugarstrings.ai/,2023,3,0,Middle,"Kalady, Vuyyuru",,,,,,,,yes,,,100,2.5,4000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kunal Bahl,Azhar Iqubal",,1,,1,,1,,2
4,MomsHome,40,596,06-Jan-25,18-Mar-25,28-Feb-25,"Big Ideas, Bold Pitches",Children/Education,Sustainable baby essentials,https://www.momshome.in/,2018,2,0,Middle,Jaipur,1250,180,,,3,yes,,,funded,,75,1,7500,1,1,75,2,,,3750,1,1,93.75,,,,,75,2,,,,,,,,,,,,,,,,,,,,,"Kunal Bahl,Azhar Iqubal",,1,,1,,1,,2
4,Catwalk,40,597,06-Jan-25,18-Mar-25,28-Feb-25,"Big Ideas, Bold Pitches",Food and Beverage,Non-alcoholic spirits,https://catwalkbotanics.com/,,2,0,Middle,Delhi,,6,65,,,yes,,,funded,,100,4.16,2403.846154,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kunal Bahl,Azhar Iqubal",,1,,1,,1,,2
4,Beautywise,41,598,06-Jan-25,18-Mar-25,03-Mar-25,The Fight For Funding,Beauty/Fashion,Science-backed supplements for skin and hair,https://beautywise.in/,2022,1,1,Middle,Delhi,670,,,,8,,,,funded,,100,1.5,6666.666667,1,1,300,6,,,5000,1,,,,,,,,,,,,,300,6,,,,,,,,,,,,,,,Kunal Bahl,1,1,,1,,1,,1
