season_number,startup_name,episode_number,pitch_number,season_start,season_end,original_air_date,episode_title,industry,business_description,company_website,started_in,male_presenters,female_presenters,pitchers_average_age,pitchers_city,yearly_revenue,monthly_sales,gross_margin,net_margin,ebitda,cash_burn,skus,has_patents,bootstrapped,part_of_match_off,original_ask_amount,original_offered_equity,valuation_requested,received_offer,accepted_offer,total_deal_amount,total_deal_equity,total_deal_debt,debt_interest,deal_valuation,number_of_sharks_in_deal,royalty_percentage,royalty_recouped_amount,advisory_shares_equity,namita_investment_amount,namita_investment_equity,namita_debt_amount,vineeta_investment_amount,vineeta_investment_equity,vineeta_debt_amount,anupam_investment_amount,anupam_investment_equity,anupam_debt_amount,aman_investment_amount,aman_investment_equity,aman_debt_amount,peyush_investment_amount,peyush_investment_equity,peyush_debt_amount,ritesh_investment_amount,ritesh_investment_equity,ritesh_debt_amount,amit_investment_amount,amit_investment_equity,amit_debt_amount,guest_investment_amount,guest_investment_equity,guest_debt_amount,invested_guest_name,all_guest_names,namita_present,vineeta_present,anupam_present,aman_present,peyush_present,ritesh_present,amit_present,guest_present,deal_closed,investment_amount
2,Gearheadmotors,4,162,02-Jan-23,10-Mar-23,05-Jan-23,Ideas Meets Opportunity,Vehicles/Electrical Vehicles,Electric Vehicles Bikes,Https://Www.Ghmev.Com/,,2.0,,Young,Hyderabad,,,,,,Nan,,Nan,Nan,Nan,75.0,2.0,3750.0,1,1.0,100.0,6.67,,,1499.250375,2.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,3.335,0.0,50.0,3.335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nan,Nan,1.0,1.0,1.0,1.0,1.0,,,,False,100.0
2,Patilkaki,4,163,02-Jan-23,10-Mar-23,05-Jan-23,Ideas Meets Opportunity,Food And Beverage,Homemade Snacks,Https://Patilkaki.Com/,2020.0,2.0,1.0,Young,Mumbai,,,,,,Nan,,Nan,Nan,Nan,40.0,2.5,1600.0,1,1.0,40.0,4.0,,,1000.0,2.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2.0,0.0,0.0,0.0,0.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nan,Nan,1.0,1.0,1.0,1.0,1.0,,,,False,40.0
2,Brandsdaddy,4,164,02-Jan-23,10-Mar-23,05-Jan-23,Ideas Meets Opportunity,Manufacturing,Auto Fire Extinguisher,Https://Www.Brandsdaddy.Com/,2013.0,1.0,1.0,Middle,Mumbai,,12.0,60.0,,,Nan,,Nan,Nan,Nan,70.0,5.0,1400.0,1,1.0,35.0,5.0,35.0,,700.0,1.0,,0.0,,35.0,5.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nan,Nan,1.0,1.0,1.0,1.0,1.0,,,,False,35.0
2,Winston,5,165,02-Jan-23,10-Mar-23,06-Jan-23,Investing In The Future Of India,Beauty/Fashion,Techno Beauty Products At Home,Https://Winstonindia.Com/,,1.0,1.0,Middle,Faridabad,,46.0,,,,Nan,,Nan,Nan,Nan,100.0,4.0,2500.0,1,1.0,100.0,10.0,,,1000.0,2.0,,0.0,,0.0,0.0,0.0,50.0,5.0,0.0,50.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nan,Nan,1.0,1.0,1.0,1.0,1.0,,,,False,100.0
2,Flatheads,5,166,02-Jan-23,10-Mar-23,06-Jan-23,Investing In The Future Of India,Beauty/Fashion,Shoes Sneakers Loafers,Https://Www.Flatheads.In/,2019.0,1.0,,Middle,Bangalore,,,,,,Yes,,Nan,Nan,Nan,75.0,3.0,2500.0,1,0.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nan,Nan,1.0,1.0,1.0,1.0,1.0,,,,False,0.0
2,Organicsmokes,5,167,02-Jan-23,10-Mar-23,06-Jan-23,Investing In The Future Of India,Beauty/Fashion,Organic Cigarettes Cigarillos Smokes,Https://Www.Meaame.Com/,,3.0,,Middle,Delhi,,40.0,,,,Nan,,Nan,Nan,Nan,100.0,1.0,10000.0,0,,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nan,Nan,1.0,1.0,1.0,1.0,1.0,,,,False,0.0
2,Teafit,6,168,02-Jan-23,10-Mar-23,09-Jan-23,Determined Entrepreneurs,Food And Beverage,Refreshing Beverages,Http://Tea.Fit/,,2.0,1.0,Young,Mumbai,,,,,,Nan,,Nan,Nan,Nan,50.0,3.0,1666.666667,1,1.0,50.0,8.0,,,625.0,4.0,,0.0,,0.0,0.0,0.0,12.5,2.0,0.0,12.5,2.0,0.0,12.5,2.0,0.0,12.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nan,Nan,1.0,1.0,1.0,1.0,1.0,,,,False,50.0
2,Haqdarshak,6,169,02-Jan-23,10-Mar-23,09-Jan-23,Determined Entrepreneurs,Business Services,Platform To Know About Welfare Schemes For Msmes,Https://Haqdarshak.Com/,2016.0,1.0,1.0,Middle,Shimla,,,,,,Nan,,Nan,Nan,Nan,100.0,0.5,20000.0,1,1.0,100.0,2.0,,,5000.0,3.0,,0.0,,33.33,0.666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.666,0.0,33.33,0.666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nan,Nan,1.0,1.0,1.0,1.0,1.0,,,,False,100.0
2,Bhaskar'Spuranpolighar,6,170,02-Jan-23,10-Mar-23,09-Jan-23,Determined Entrepreneurs,Food And Beverage,Varieties Of Puranpoli Snacks,Http://Bhaskarspuranpolighar.In/,,3.0,,Middle,Thane,,,,,,Nan,,Nan,Nan,Nan,75.0,1.0,7500.0,0,,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nan,Nan,1.0,1.0,1.0,1.0,1.0,,,,False,0.0
2,Gunjanappsstudios,7,171,02-Jan-23,10-Mar-23,10-Jan-23,Shaandar Businesses,Technology/Software,Children'S Playful Learning Partner,Https://Gunjanappstudios.Com/,,1.0,1.0,Middle,Kolkata,2400.0,,,,,Nan,,Nan,Nan,Nan,250.0,1.0,25000.0,0,,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nan,Nan,1.0,1.0,1.0,1.0,1.0,,,,False,0.0
2,Thesimplysalad,7,172,02-Jan-23,10-Mar-23,10-Jan-23,Shaandar Businesses,Food And Beverage,Freshly Chopped Salads,Https://Simplysalad.Com/,,1.0,1.0,Young,Ahmedabad,,,,,,Nan,,Nan,Nan,Nan,30.0,10.0,300.0,1,1.0,30.0,10.0,,,300.0,2.0,,0.0,,0.0,0.0,0.0,15.0,5.0,0.0,0.0,0.0,0.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nan,Nan,1.0,1.0,1.0,1.0,1.0,,,,False,30.0
2,Ayusynk,7,173,02-Jan-23,10-Mar-23,10-Jan-23,Shaandar Businesses,Medical/Health,Digital Stethoscopes,Https://Www.Ayudevices.Com/,2017.0,3.0,,Middle,Mumbai,,,,,,Nan,,Nan,Nan,Nan,100.0,1.5,6666.666667,1,1.0,50.0,3.5,50.0,10.0,1428.571429,1.0,,0.0,,50.0,3.5,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nan,Nan,1.0,1.0,1.0,1.0,1.0,,,,False,50.0
2,Atypicaladvantage,8,174,02-Jan-23,10-Mar-23,11-Jan-23,Investment With Intent,Technology/Software,Platform For Persons With Disabilities,Https://Atypicaladvantage.In/,2020.0,1.0,,Middle,Jamshedpur,,,,,,Nan,,Nan,Nan,Nan,30.0,1.0,3000.0,1,1.0,30.0,3.0,,,1000.0,2.0,,0.0,,15.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nan,Nan,1.0,1.0,1.0,1.0,1.0,,,,False,30.0
2,Houseofchikankari,8,175,02-Jan-23,10-Mar-23,11-Jan-23,Investment With Intent,Beauty/Fashion,Handmade By Artisans Of Lucknow,Https://Www.Houseofchikankari.In/,2020.0,,2.0,Middle,Delhi,,,,,,Nan,,Nan,Nan,Nan,75.0,1.0,7500.0,1,1.0,75.0,3.75,,,2000.0,2.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,1.875,0.0,37.5,1.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nan,Nan,1.0,1.0,1.0,1.0,1.0,,,,False,75.0
2,Magicofmemories,8,176,02-Jan-23,10-Mar-23,11-Jan-23,Investment With Intent,Beauty/Fashion,Dna Jewllery,Https://Www.Themagicofmemories.Com/,2019.0,,1.0,Middle,Delhi,,,,,,Nan,,Nan,Nan,Nan,25.0,5.0,500.0,0,,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nan,Nan,1.0,1.0,1.0,1.0,1.0,,,,False,0.0
2,Paradyes,9,177,02-Jan-23,10-Mar-23,12-Jan-23,Invest In Lifestyle,Beauty/Fashion,Semi Permanent Hair Color,Https://Www.Birdsofparadyes.Com/,2020.0,1.0,1.0,Young,Ahmedabad,350.0,,,,,Nan,,Nan,Nan,Nan,65.0,1.0,6500.0,1,1.0,65.0,2.0,,,3250.0,2.0,,0.0,,0.0,0.0,0.0,32.5,1.0,0.0,0.0,0.0,0.0,32.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nan,Nan,1.0,1.0,1.0,1.0,1.0,,,,False,65.0
2,Nestroots,9,178,02-Jan-23,10-Mar-23,12-Jan-23,Invest In Lifestyle,Lifestyle/Home,"House Of Design, Aesthetics And Elegance",Https://Www.Nestroots.Com/,,,1.0,Middle,Delhi,,,,,,Nan,,Nan,Nan,Nan,50.0,1.0,5000.0,1,1.0,50.0,2.0,,,2500.0,1.0,,0.0,,50.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nan,Nan,1.0,1.0,1.0,1.0,1.0,,,,False,50.0
2,Zillionaire,10,179,02-Jan-23,10-Mar-23,13-Jan-23,Zillionaire Banne Ki Chah,Beauty/Fashion,Unique Styles Of Stones And Jewels,Https://Zillionaireindia.Com/,,2.0,,Young,Jaipur,100.0,,,,,Nan,,Nan,Nan,Nan,50.0,3.3,1515.151515,1,1.0,100.0,10.0,,,1000.0,1.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nan,Nan,1.0,1.0,1.0,1.0,1.0,,,,False,100.0
2,Credmate,10,180,02-Jan-23,10-Mar-23,13-Jan-23,Zillionaire Banne Ki Chah,Technology/Software,Platform For Credit Score,Https://Credmate.In/,2020.0,2.0,,Middle,Ludhiana,,130.0,,,,Nan,,Nan,Nan,Nan,50.0,5.0,1000.0,0,,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nan,Nan,1.0,1.0,1.0,1.0,1.0,,,,False,0.0
2,Freebowler,10,181,02-Jan-23,10-Mar-23,13-Jan-23,Zillionaire Banne Ki Chah,Fitness/Sports/Outdoors,Non-Electric & Portable Bowling Machines,Https://Freebowler.Com/,,2.0,,Middle,Bangalore,,,,,,Nan,,Nan,Nan,Nan,75.0,7.5,1000.0,1,1.0,25.0,7.5,50.0,10.0,333.3333333,1.0,,0.0,,25.0,7.5,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nan,Nan,1.0,1.0,1.0,1.0,1.0,,,,False,25.0
2,Abcsports&Fitness,11,182,02-Jan-23,10-Mar-23,16-Jan-23,Investing The Right Way,Fitness/Sports/Outdoors,Sports Training Institute,Https://Www.Abcfitnessfirm.Com/,,2.0,,Middle,Pune,,,,,,Nan,,Nan,Nan,Nan,40.0,2.0,2000.0,1,1.0,40.0,10.0,,,400.0,1.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nan,Nan,1.0,1.0,1.0,1.0,1.0,,,,False,40.0
2,Primebook,11,183,02-Jan-23,10-Mar-23,16-Jan-23,Investing The Right Way,Technology/Software,Android Apps On Windows Laptops,Https://Www.Primebook.In/,,4.0,,Middle,Delhi,,,,,,Nan,,Nan,Nan,Nan,75.0,1.5,5000.0,1,1.0,75.0,3.0,,,2500.0,2.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,1.5,0.0,37.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nan,Nan,1.0,1.0,1.0,1.0,1.0,,,,False,75.0
2,Dailydump,11,184,02-Jan-23,10-Mar-23,16-Jan-23,Investing The Right Way,Manufacturing,Compost Bins,Https://Www.Dailydump.Org/,2006.0,1.0,1.0,Middle,Bangalore,,,,,,Nan,,Nan,Nan,Nan,80.0,4.0,2000.0,1,1.0,30.0,4.0,50.0,10.0,750.0,1.0,,0.0,,30.0,4.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nan,Nan,1.0,1.0,1.0,1.0,1.0,,,,False,30.0
2,Gharsoaps,12,185,02-Jan-23,10-Mar-23,17-Jan-23,Pitchers Ki Undying Spirit,Beauty/Fashion,Pure Organic Soaps,Https://Www.Gharsoaps.Shop/,,2.0,,Middle,Pune,,,,,,Nan,,Nan,Nan,Nan,60.0,2.0,3000.0,1,1.0,60.0,4.0,,,1500.0,1.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nan,Nan,1.0,,1.0,1.0,1.0,,1.0,,False,60.0
2,Janitri,12,186,02-Jan-23,10-Mar-23,17-Jan-23,Pitchers Ki Undying Spirit,Medical/Health,Pregnancy Monitoring Systems,Https://Www.Janitri.In/,2021.0,1.0,,Middle,Alwar,,,,,,Nan,,Nan,Nan,Nan,100.0,2.5,4000.0,1,1.0,100.0,2.5,,,4000.0,1.0,,0.0,,100.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nan,Nan,1.0,,1.0,1.0,1.0,,1.0,,False,100.0
2,Jaipurwatchcompany,12,187,02-Jan-23,10-Mar-23,17-Jan-23,Pitchers Ki Undying Spirit,Manufacturing,Made In India Imperial Automatic Watches,Https://Jaipur.Watch/,,1.0,,Middle,Jaipur,,,75.0,,,Nan,,Nan,Nan,Nan,50.0,2.0,2500.0,0,,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nan,Nan,1.0,,1.0,1.0,1.0,,1.0,,False,0.0
2,Insidefpv,13,188,02-Jan-23,10-Mar-23,18-Jan-23,Up And Coming Business Ideas,Manufacturing,Plug And Fly Drones,Https://Www.Insidefpv.Com/,,2.0,1.0,Young,Surat,,,,,,Nan,,Nan,Nan,Nan,75.0,4.0,1875.0,1,1.0,75.0,15.0,,,500.0,4.0,,0.0,,18.75,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.75,3.75,0.0,18.75,3.75,0.0,0.0,0.0,0.0,18.75,3.75,0.0,0.0,0.0,0.0,Nan,Nan,1.0,,1.0,1.0,1.0,,1.0,,False,75.0
2,Angrakhaa,13,189,02-Jan-23,10-Mar-23,18-Jan-23,Up And Coming Business Ideas,Beauty/Fashion,Contemporary Indian Clothing,Https://Www.Angrakhaa.Com/,2018.0,,2.0,Young,Delhi,,,,,,Nan,,Nan,Nan,Nan,40.0,5.0,800.0,1,1.0,40.0,20.0,,,200.0,1.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,0.0,0.0,0.0,0.0,Nan,Nan,1.0,,1.0,1.0,1.0,,1.0,,False,40.0
2,Diabexy,13,190,02-Jan-23,10-Mar-23,18-Jan-23,Up And Coming Business Ideas,Food And Beverage,Diabetes Friendly Food Products,Https://Diabexy.Com/,2016.0,1.0,1.0,Middle,Gurgaon,,100.0,,,,Nan,,Nan,Nan,Nan,150.0,1.0,15000.0,1,0.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nan,Nan,1.0,,1.0,1.0,1.0,,1.0,,False,0.0
2,Kyari,14,191,02-Jan-23,10-Mar-23,19-Jan-23,Investment Worthy Ideas,Manufacturing,Smart Stick Guardian,Https://Kyari.In/,2018.0,1.0,1.0,Young,Ghaziabad,,10.0,,,,Nan,,Nan,Nan,Nan,51.0,1.0,5100.0,1,1.0,51.0,6.0,,,850.0,2.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,25.5,3.0,0.0,0.0,0.0,0.0,25.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nan,Nan,1.0,,1.0,1.0,1.0,,1.0,,False,51.0
2,Moppfoods,14,192,02-Jan-23,10-Mar-23,19-Jan-23,Investment Worthy Ideas,Food And Beverage,Mad Over Parathas Pakodas,Https://Moppfoods.Com/,,1.0,1.0,Middle,Delhi,,,,,,Nan,,Nan,Nan,Nan,75.0,2.25,3333.333333,1,1.0,75.0,5.0,,,1500.0,1.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,5.0,0.0,0.0,0.0,0.0,Nan,Nan,1.0,,1.0,1.0,1.0,,1.0,,False,75.0
2,Econiture,14,193,02-Jan-23,10-Mar-23,19-Jan-23,Investment Worthy Ideas,Green/Cleantech,Furniture From Plastic Waste,Https://Www.Econiture.Com/,,4.0,,Middle,Amaravati,,,,,,Nan,,Nan,Nan,Nan,50.0,8.0,625.0,0,,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nan,Nan,1.0,,1.0,1.0,1.0,,1.0,,False,0.0
2,Dobiee,15,194,02-Jan-23,10-Mar-23,20-Jan-23,Changing The Face Of Indian Entrepreneurship,Food And Beverage,Candies Muskiee Toys,Https://Www.Dobiee.Com/,2021.0,2.0,,Middle,Shinde,,32.0,23.0,,,Nan,,Nan,Nan,Nan,72.0,2.0,3600.0,1,1.0,72.0,6.5,,,1107.692308,1.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,6.5,0.0,0.0,0.0,0.0,Nan,Nan,1.0,,1.0,1.0,1.0,,1.0,,False,72.0
2,Fastbeetle,15,195,02-Jan-23,10-Mar-23,20-Jan-23,Changing The Face Of Indian Entrepreneurship,Business Services,Local Courier And Parcel Service,Https://Www.Fastbeetle.Com/,2019.0,2.0,,Young,Srinagar,,25.0,54.0,,,Yes,,Nan,Nan,Nan,90.0,3.0,3000.0,1,1.0,90.0,7.5,,,1200.0,2.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,3.75,0.0,45.0,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nan,Nan,1.0,,1.0,1.0,1.0,,1.0,,False,90.0
2,Pflow,15,196,02-Jan-23,10-Mar-23,20-Jan-23,Changing The Face Of Indian Entrepreneurship,Medical/Health,Disposable Uroflowmetry System,Https://Tejnaksh.Com/Our-Domains/Healthcare-Equipment/P-Flow/,2021.0,1.0,1.0,Middle,Dhule,,,80.0,,,Nan,,Nan,Nan,Nan,60.0,1.0,6000.0,1,1.0,60.0,6.0,,,1000.0,2.0,,0.0,,30.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,3.0,0.0,0.0,0.0,0.0,Nan,Nan,1.0,,1.0,1.0,1.0,,1.0,,False,60.0
2,Vsmani,16,197,02-Jan-23,10-Mar-23,23-Jan-23,Pitchers Ki Taiyyari,Food And Beverage,Coffee And Snacks,Https://Vsmani.Com/,2020.0,3.0,,Middle,Bangalore,,63.0,,,,Yes,,Nan,Nan,Nan,60.0,1.5,4000.0,1,1.0,19.0,1.0,41.0,10.0,1900.0,1.0,,0.0,,19.0,1.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nan,Nan,1.0,,1.0,1.0,1.0,,1.0,,False,19.0
2,Sepal,16,198,02-Jan-23,10-Mar-23,23-Jan-23,Pitchers Ki Taiyyari,Manufacturing,Bike Accessories,Https://Sepal.In/,,2.0,,Middle,Hyderabad,,,37.0,,,Nan,,Nan,Nan,Nan,50.0,1.0,5000.0,1,1.0,50.0,2.0,,,2500.0,1.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nan,Nan,1.0,,1.0,1.0,1.0,,1.0,,False,50.0
2,Solinas,16,199,02-Jan-23,10-Mar-23,23-Jan-23,Pitchers Ki Taiyyari,Business Services,"Products Organise The Management Of Pipelines,Manholes And Septic Tanks",Https://Solinas.In/,2020.0,3.0,1.0,Middle,Chennai,120.0,,,,,Nan,,Nan,Nan,Nan,90.0,2.0,4500.0,1,1.0,90.0,3.0,,,3000.0,2.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,45.0,1.5,0.0,0.0,0.0,0.0,45.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nan,Nan,1.0,,1.0,1.0,1.0,,1.0,,False,90.0
2,Avimeeherbal,17,200,02-Jan-23,10-Mar-23,24-Jan-23,Innovation Hardwork And Diligence,Beauty/Fashion,Ayurveda Hair Skin Products,Https://Avimeeherbal.Com/,2021.0,3.0,2.0,Middle,Surat,,165.0,69.0,,,Nan,,Nan,Nan,Nan,280.0,0.5,56000.0,1,0.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nan,Nan,1.0,,1.0,1.0,1.0,,1.0,,False,0.0
2,Eyenic,17,201,02-Jan-23,10-Mar-23,24-Jan-23,Innovation Hardwork And Diligence,Beauty/Fashion,Eyewear,Https://Eyenic.In/,2017.0,2.0,,Middle,Delhi,,15.0,45.0,21.0,,Nan,,Nan,Nan,Nan,75.0,6.0,1250.0,0,,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nan,Nan,1.0,,1.0,1.0,1.0,,1.0,,False,0.0
2,Ekatra,17,202,02-Jan-23,10-Mar-23,24-Jan-23,Innovation Hardwork And Diligence,Lifestyle/Home,Handmade Paper Goods,Https://Ekatrahandmade.Com/,2019.0,,2.0,Middle,Kota,,5.0,80.0,28.0,,Nan,,Nan,Nan,Nan,40.0,10.0,400.0,1,1.0,20.0,20.0,20.0,,100.0,2.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,Nan,Nan,1.0,,1.0,1.0,1.0,,1.0,,False,20.0
2,Raasa,18,203,02-Jan-23,10-Mar-23,25-Jan-23,Business Ideas With Potential,Food And Beverage,Food Karts,Https://Raasakarts.Com/,2022.0,1.0,,Middle,Delhi,,,,,,Nan,,Nan,Nan,Nan,50.0,5.0,1000.0,1,1.0,50.0,25.0,,,200.0,1.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nan,Nan,1.0,,1.0,1.0,1.0,,1.0,,False,50.0
2,Neomotion,18,204,02-Jan-23,10-Mar-23,25-Jan-23,Business Ideas With Potential,Manufacturing,Wheelchairs,Https://Www.Neomotion.In/,2020.0,3.0,,Middle,Chennai,470.0,,,,,Nan,,Nan,Nan,Nan,100.0,1.0,10000.0,1,1.0,100.0,1.0,,,10000.0,1.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nan,Nan,1.0,,1.0,1.0,1.0,,1.0,,False,100.0
2,Licksters,18,205,02-Jan-23,10-Mar-23,25-Jan-23,Business Ideas With Potential,Food And Beverage,Icecreams Ice-Pops,Https://Www.Licksters.Com/,,1.0,1.0,Middle,Nagpur,86.0,14.0,,,,Nan,,Nan,Nan,Nan,50.0,5.0,1000.0,1,1.0,25.0,5.0,25.0,,500.0,1.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,5.0,25.0,0.0,0.0,0.0,Nan,Nan,1.0,,1.0,1.0,1.0,,1.0,,False,25.0
